CountryID,Country Name,WEBNAME,Region,World Rank,Region Rank,2013 Score,Change in Yearly Score,Property Rights,Change in Property Rights,Freedom from Corruption,Change in Freedom from Corruption,Fiscal Freedom ,Change in Fiscal Freedom,Gov't Spending,Change in Gov't Spending,Business Freedom,Change in Business Freedom,Labor Freedom,Change in Labor Freedom,Monetary Freedom,Change in Monetary Freedom,Trade Freedom,Change in Trade Freedom,Investment Freedom ,Change in Investment Freedom,Financial Freedom,Change in Financial Freedom,Tariff Rate (%),Income Tax Rate (%),Corporate Tax Rate (%),Tax Burden % of GDP,Gov't Expenditure % of GDP ,Country,Population (Millions),"GDP (Billions, PPP)",GDP Growth Rate (%),5 Year GDP Growth Rate (%),GDP per Capita (PPP),Unemployment (%),Inflation (%),FDI Inflow (Millions),Public Debt (% of GDP)
167,Trinidad and Tobago,TrinidadTobago,South and Central America / Caribbean,72,14,62.3,-2.1,50,0,32,-4,84.9,-0.6,60.4,-4.7,55.1,-5,76.7,-0.6,73.7,3.6,69.9,0,60,0,60,-10,10,25,25,16,36.3,Trinidad and Tobago,1.3,$26.5,-1.3,0.5,"$20,053 ",6.4,5.1,$574.0,32.4
168,Tunisia,Tunisia,Middle East / North Africa,107,11,57,-1.6,40,0,38,-5,74.5,-0.3,63.7,-7.8,82.8,-0.1,70.1,-4,77.8,0.9,58.1,0,35,0,30,0,16,35,30,20.5,34.8,Tunisia,10.7,$101.0,-0.8,3.2,"$9,478 ",18,3.5,"$1,142.9",42.4
169,Turkey,Turkey,Europe,69,32,62.9,0.4,50,0,42,-2,77,-0.7,64.9,6.4,68.2,1.1,43.1,3.1,73.3,1.4,85.2,-0.2,65,-5,60,0,2.4,35,20,26,34.2,Turkey,74,"$1,073.6",8.5,3.5,"$14,517 ",11.7,6.5,"$15,876.0",39.4
170,Turkmenistan,Turkmenistan,Asia-Pacific,169,39,42.6,-1.2,5,-5,16,0,94,-4.4,91.7,-1.8,30,0,30,0,70.6,-0.4,79.2,0,0,0,10,0,2.9,10,8,20.9,16.7,Turkmenistan,5.5,$43.4,14.7,11.1,"$7,846 ",N/A,5.8,"$3,186.0",15.4
171,Uganda,Uganda,Sub-Saharan Africa,79,8,61.1,-0.8,30,0,24,-1,80.6,0.2,84.3,-8.7,48.4,-0.7,87.9,0,77.2,2.6,73.6,0,55,10,50,-10,8.2,30,30,11.7,22.9,Uganda,35.2,$46.4,6.7,7.4,"$1,317 ",N/A,6.5,$792.3,29.2
172,Ukraine,Ukraine,Europe,161,43,46.3,0.2,30,0,23,-1,78.2,0,29.4,0,47.6,1.4,49.9,-1.3,71,3.3,84.4,0,20,0,30,0,2.8,17,21,38.1,48.5,Ukraine,45.6,$329.5,5.2,0.6,"$7,233 ",8.4,8,"$7,207.0",36.5
173,United Arab Emirates,UnitedArabEmirates,Middle East / North Africa,28,3,71.1,1.8,55,0,68,5,99.9,0,85.1,5,74,6,77.6,-1.2,83.9,3,82.6,0,35,0,50,0,3.7,0,0,7.1,22.3,United Arab Emirates,5.4,$258.8,4.9,2.8,"$48,158 ",12.9,0.9,"$7,679.0",16.9
174,United Kingdom,UnitedKingdom,Europe,14,5,74.8,0.7,90,0,78,2,57,0.6,27.7,6.2,94.1,-0.6,71.6,0.1,72.4,-1.5,86.8,-0.3,90,0,80,0,1.6,50,24,35,49.1,United Kingdom,62.6,"$2,260.8",0.7,0.1,"$36,090 ",8,4.5,"$53,949.3",82.5
175,United States,UnitedStates,North America,10,2,76,-0.3,85,0,71,0,69.3,-0.5,47.8,1.1,90.5,-0.6,95.5,-0.3,75,-2.2,86.4,0,70,0,70,0,1.8,35,35,24.8,41.7,United States,311.9,"$15,094.0",1.7,0.5,"$48,387 ",7.9,3.1,"$226,937.0",102.9
176,Uruguay,Uruguay,South and Central America / Caribbean,36,4,69.7,-0.2,70,0,70,1,84.2,3,68.3,-0.4,73.4,-1.5,70.7,-3.3,72.5,-0.9,82.9,0,75,0,30,0,3.6,25,25,18.1,32.5,Uruguay,3.4,$50.9,5.7,6.1,"$15,113 ",6,8.1,"$2,191.2",54.2
177,Uzbekistan,Uzbekistan,Asia-Pacific,162,35,46,0.2,15,0,16,0,90.2,-4.2,67.8,2.9,71.2,3.6,61,0.9,63,-1.2,66.1,0,0,0,10,0,6.9,22,9,20.4,32.8,Uzbekistan,28.8,$95.2,8.3,8.7,"$3,302 ",1,12.8,"$1,403.0",9.1
178,Vanuatu,Vanuatu,Asia-Pacific,109,21,56.6,0,40,0,35,-1,97.3,0.3,80.5,0.6,56.4,-2.9,57.7,7,81.4,3,48,-7.1,30,0,40,0,18.5,0,0,16.5,25.5,Vanuatu,0.2,$1.2,3.3,4.3,"$4,916 ",N/A,1.2,$58.2,20
179,Venezuela,Venezuela,South and Central America / Caribbean,174,28,36.1,-2,5,0,19,-1,75.6,0.8,50.6,-16.7,45.6,-1.7,34.5,-1.5,47.3,0.9,58.8,0,5,0,20,0,10.6,34,34,11.3,40.6,Venezuela,29.8,$374.1,4.2,2.6,"$12,568 ",8.2,26.1,"$5,302.0",45.5
180,Vietnam,Vietnam,Asia-Pacific,140,30,51,-0.3,15,0,29,2,75.6,-0.9,72.4,5.9,63.8,2.7,65.5,-1.8,65.3,-9.8,78.6,-1,15,0,30,0,5.7,35,25,24.3,30.3,Vietnam,89.3,$300.0,5.9,6.5,"$3,359 ",2.3,18.7,"$7,430.0",38
181,Yemen,Yemen,Middle East / North Africa,113,12,55.9,0.6,30,0,21,-1,91.5,8.4,72.8,10,61.3,-10.2,55.3,-2,65.7,-3.6,81.5,0,50,5,30,0,4.2,20,20,7.1,30.1,Yemen,25.1,$58.0,-10.5,1.4,"$2,307 ",N/A,17.6,-$712.8,42.5
182,Zambia,Zambia,Sub-Saharan Africa,93,12,58.7,0.4,30,0,32,2,72.9,-0.4,80.3,-4.6,60.4,-0.8,58.4,7.3,66,1.1,82.3,0,55,0,50,0,3.8,35,35,16,25.6,Zambia,13.6,$21.9,6.6,6.5,"$1,611 ",14,8.7,"$1,981.7",26.1
183,Zimbabwe,Zimbabwe,Sub-Saharan Africa,175,46,28.6,2.3,10,0,22,-2,71.8,6.6,66.4,27.7,33.4,-1.5,21.9,-7.7,0,0,50.4,0,0,0,10,0,17.3,45,25,12.9,33.5,Zimbabwe,12.6,$6.1,9.3,-0.1,$487 ,95,3.5,$387.0,70.3
184,Somalia,Somalia,Sub-Saharan Africa,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Somalia,9.1,$6.1,$2.6 ,N/A,$600 ,N/A,N/A,102,N/A
185,Kosovo,Kosovo,Europe,N/A,N/A,N/A,N/A,30,N/A,29,N/A,93.5,N/A,73,N/A,52.4,N/A,77.7,N/A,N/A,N/A,N/A,N/A,65,N/A,N/A,N/A,N/A,10,10,21.3,30,Kosovo,1.7,$12.0,5.2,N/A,"$7,052 ",45.1,7.3,$473.0,5.6
1,Afghanistan,Afghanistan,Asia-Pacific,N/A,N/A,N/A,N/A,N/A,N/A,10,-5,91.2,N/A,84.2,1,63.1,3.4,75,-0.8,74.3,4.8,N/A,N/A,65,0,N/A,N/A,N/A,20,20,8.7,23,Afghanistan,32,$33.7 ,10.2,9.9,"$1,054",35,4.4,93.8,N/A
2,Albania,Albania,Europe,54,25,66.9,1.7,30,0,30.4,-0.6,92.7,0.1,75.6,0.5,78.1,-2.9,49.7,0.7,80,1.6,87.5,7.7,75,10,70,0,1.3,10,10,23,28.5,Albania,3.2,$26.1 ,1.3,3.7,"$8,052",15,2,957,60.6
3,Algeria,Algeria,Middle East / North Africa,146,14,50.8,1.2,30,0,28.7,-0.3,80.5,0.1,51,6.9,66.3,1.1,48.3,-4.3,67.8,-8.8,60.8,-7,45,25,30,0,12.1,35,25,10,40.4,Algeria,36.5,$272.9 ,2.5,2.4,"$7,477",9.7,8.9,"1,484.00",9.9
4,Angola,Angola,Sub-Saharan Africa,160,39,47.7,0.4,15,0,17.7,-2.3,87.7,5.1,55.3,-5.3,47.5,4.4,40.1,-4.7,63.6,2.1,70.1,-0.1,40,5,40,0,7.4,17,30,6.1,38.6,Angola,20.2,$128.3 ,8.4,6.3,"$6,347",N/A,10.3,"-6,897.80",29.3
5,Argentina,Argentina,South and Central America / Caribbean,166,27,44.6,-2.1,15,0,29.5,-0.5,63.5,-0.8,49.9,-2.2,53.9,-6.2,44.9,-2.5,60,-0.4,68.9,1.3,30,-10,30,0,5.6,35,35,34.6,40.9,Argentina,41,$743.1 ,1.9,5.4,"$18,112",7.2,10,"12,551.10",44.9
6,Armenia,Armenia,Europe,41,18,68.9,-0.5,30,0,26.7,0.7,86.5,-1.5,81.3,-0.8,83.1,-4.5,78.5,1.4,77,4,85.5,0.1,70,-5,70,0,2.3,26,20,16.7,25,Armenia,3.4,$19.6 ,7.2,1,"$5,838",19,2.5,489.1,39.5
7,Australia,Australia,Asia-Pacific,3,3,82,-0.6,90,0,87.7,-0.3,64.2,-2.2,62.6,-0.2,94.6,-0.9,79.2,-4.3,80.5,-3.3,86.4,0.2,85,5,90,0,1.8,45,30,25.6,35.3,Australia,22.8,$970.8 ,3.6,2.5,"$42,640",5.2,1.8,"56,958.90",27.2
8,Austria,Austria,Europe,24,14,72.4,0.6,90,0,75.5,-2.5,51,-0.1,23.5,0,76.3,2.7,80.5,0.1,79.5,0.2,87.8,1,90,5,70,0,1.1,50,25,42.1,50.5,Austria,8.5,$359.0 ,0.8,0.6,"$42,409",4.4,2.6,"6,315.10",73.7
9,Azerbaijan,Azerbaijan,Asia-Pacific,81,13,61.3,1.6,20,-5,22.7,-1.3,88.1,2.6,64.8,-3,73.5,4.3,77.9,-1.5,78.8,5.3,77.2,0,60,5,50,10,3.9,25,20,12.8,34.2,Azerbaijan,9.2,$96.8 ,2.2,5.4,"$10,478",6,1.1,"2,004.60",11.6
10,Bahamas,Bahamas,South and Central America / Caribbean,36,4,69.8,-0.3,70,0,66.6,-6.4,97.3,0.3,84.1,-0.8,70.7,-0.6,81.5,-0.1,75.1,-0.7,52.2,5.2,30,0,70,0,18.9,0,0,16.4,23,The Bahamas,0.4,$11.1 ,2.5,-0.6,"$31,382",11,2.3,"1,093.90",51.9
11,Bahrain,Bahrain,Middle East / North Africa,13,1,75.1,-0.4,60,5,49.4,-1.6,99.9,0,71.4,-1,76.3,0.5,82,-8.4,78.4,5.9,78.6,-4.2,75,0,80,0,5.7,0,0,3.1,30.9,Bahrain,1.2,$33.1 ,3.9,4,"$28,744",3.4,1.2,891.2,33.7
12,Bangladesh,Bangladesh,Asia-Pacific,131,27,54.1,1.5,20,0,23.3,-3.7,72.5,-0.2,92.3,0.2,70.8,2.8,51.9,0,65.9,0.5,59,5,55,0,30,10,13,25,45,9.9,16,Bangladesh,150,$306.0 ,6.1,6.2,"$2,039",5,8.7,990,31.7
13,Barbados,Barbados,South and Central America / Caribbean,45,6,68.3,-1,80,0,77.9,-0.1,74,-0.5,49.8,-4.4,72.8,-2,78.4,-6,74.6,2.5,60.6,0.1,55,0,60,0,14.7,35,25,27.4,40.9,Barbados,0.3,$7.1 ,0,-0.6,"$25,373",11,4.6,356.4,72.6
14,Belarus,Belarus,Europe,150,42,50.1,2.1,20,0,24.6,0.6,89.2,0.4,61.2,17.7,73.4,-1.8,77.7,0.8,33.9,-6.8,81.4,0.6,30,10,10,0,1.8,12,18,24.7,36,Belarus,9.4,$146.7 ,1.5,5,"$15,634",0.6,59.2,"1,441.80",36.9
15,Belgium,Belgium,Europe,35,17,69.9,0.7,80,0,74.2,-0.8,44.8,-0.3,14.8,0.3,89.9,-1.7,72.7,2.9,79.5,0.2,87.8,1,85,5,70,0,1.1,50,33,44,53.3,Belgium,11.1,$420.3 ,-0.2,0.4,"$37,883",7.3,2.6,"-1,613.80",99.6
16,Belize,Belize,South and Central America / Caribbean,115,21,56.7,-0.6,30,0,6.7,6.7,82.1,-0.1,74.2,1.6,71.6,-1,67.2,-4.2,77.6,0.3,67.8,-9.4,40,0,50,0,11.1,25,25,23.3,29.3,Belize,0.3,$3.0 ,5.3,2.7,"$8,754",16.1,1.4,197.9,78.1
17,Benin,Benin,Sub-Saharan Africa,113,18,57.1,-0.5,30,0,29.5,-0.5,68.3,-7.8,86.1,0,51,5.6,50.5,0.8,75.4,-4.5,60,0.7,70,0,50,0,15,45,30,15.5,21.5,Benin,9.4,$15.6 ,3.8,3.5,"$1,667",N/A,6.7,158.6,32.5
18,Bhutan,Bhutan,Asia-Pacific,116,24,56.7,1.7,60,0,58.8,1.8,82.9,0.2,57.2,18.4,59.4,-1.1,83.6,-0.8,65.8,-1.5,49.4,-0.1,20,0,30,0,17.8,25,30,13.5,37.8,Bhutan,0.7,$5.0 ,9.7,8.2,"$6,665",3.2,9.7,15.9,72.1
19,Bolivia,Bolivia,South and Central America / Caribbean,158,25,48.4,0.5,10,0,28.1,0.1,87.1,-1.7,62.5,-1.6,53.4,-2.4,29.9,-0.9,70,2.6,77.6,3.3,15,5,50,0,3.7,13,25,22.2,35.4,Bolivia,10.8,$55.2 ,5.2,4.8,"$5,099",5.4,4.5,"1,060.00",33.1
20,Bosnia and Herzegovina,BosniaHerzegovina,Europe,101,38,58.4,1.1,20,0,33.9,1.9,82.9,-0.3,27.4,0.5,55.5,1.2,62.4,1.2,80.1,1.1,86.9,0.5,75,5,60,0,1.5,10,10,38.9,49.2,Bosnia and Herzegovina,3.9,$31.9 ,-0.7,0.8,"$8,216",28,2,632.9,44.3
21,Botswana,Botswana,Sub-Saharan Africa,27,2,72,1.4,70,0,61.2,0.2,81,1.5,69.8,4.7,68.5,-0.5,69.7,-0.1,72.4,0.4,82.7,3,75,5,70,0,3.6,25,22,28.1,31.8,Botswana,1.9,$31.5 ,3.8,2.7,"$16,820",17.8,7.5,292.5,14.9
22,Brazil,Brazil,South and Central America / Caribbean,114,20,56.9,-0.8,50,0,37.9,-0.1,68.8,-1.5,54.1,-0.7,53.8,0.8,49.8,-7.4,69.9,-4.5,69.3,-0.4,55,5,60,0,7.9,27.5,34,34.8,39.1,Brazil,198.4,"$2,355.6 ",0.9,3.2,"$11,875",5.5,5.4,"65,271.90",68.5
23,Bulgaria,Bulgaria,Europe,61,28,65.7,0.7,30,0,35.2,2.2,91.2,-2.8,64.5,0.3,73.5,-0.1,80.2,5.4,79.6,1,87.8,1,55,0,60,0,1.1,10,10,26.1,34.4,Bulgaria,7.3,$103.8 ,0.8,0.7,"$14,312",12.4,2.4,"1,899.40",18.5
24,Burkina Faso,BurkinaFaso,Sub-Saharan Africa,98,13,58.9,-1,30,0,31.3,1.3,83,1.6,82.3,0.3,60.7,-0.5,55,-1.4,78.8,-1.8,67.8,-4.7,60,5,40,-10,8.6,27.5,27.5,13.7,24.3,Burkina Faso,17.4,$24.3 ,8,5.7,"$1,399",77,3.6,40.1,27.7
25,Burma,Burma,Asia-Pacific,162,36,46.5,7.3,10,0,11.6,-3.4,86.9,5,89.2,-7.6,28.3,8.3,75.7,55.7,64.8,-0.3,73.6,0,15,15,10,0,3.2,20,30,3.7,19,Burma,63.7,$89.5 ,6.3,5.2,"$1,405",4,6.1,"2,243.00",47.5
26,Burundi,Burundi,Sub-Saharan Africa,141,31,51.4,2.4,20,0,15.9,-3.1,73.5,2,51.9,29.3,59.8,1.4,63.1,-3.3,68.2,-0.5,71.8,-7.1,60,5,30,0,6.6,35,35,14.3,40,Burundi,8.8,$5.5 ,4,4.1,$625,N/A,11.8,0.6,32
27,Cambodia,Cambodia,Asia-Pacific,108,23,57.4,-1.1,30,0,18.7,-2.3,90.8,-0.1,88.4,0,36.6,-2.8,50.2,-4,77.9,-3.4,71,0.8,60,0,50,0,9.5,20,20,10.9,19.6,Cambodia,15.3,$36.6 ,6.5,5.2,"$2,402",0,2.9,"1,557.10",28.5
28,Cameroon,Cameroon,Sub-Saharan Africa,136,29,52.6,0.3,30,0,21.9,-3.1,71.7,2.4,86,-1.1,45,-1.8,56.1,0.6,69.4,-0.5,61.2,6.3,35,0,50,0,11.9,35,38.5,11,21.6,Cameroon,21.5,$50.8 ,4.7,3.5,"$2,366",30,3,507,14.9
29,Canada,Canada,North America,6,1,80.2,0.8,90,0,87.7,0.7,79.7,-0.1,47.3,2.5,89.3,-2.4,83.1,0.8,76.3,1.1,88.3,0.1,80,5,80,0,0.9,29,15,31,41.9,Canada,34.8,"$1,488.3 ",1.8,1.2,"$42,734",7.3,1.5,"45,374.80",85.6
30,Cape Verde,CapeVerde,Sub-Saharan Africa,60,3,66.1,2.4,70,0,54.9,-0.1,77.4,-0.5,68.6,3.2,63.8,4.9,48,7.7,79.1,1.1,69.6,2.7,70,5,60,0,10.2,35,25,20.2,32.3,Cape Verde,0.5,$2.2 ,4.3,4.9,"$4,133",10,2.5,70.9,103.4
31,Central African Republic,CentralAfricanRepublic,Sub-Saharan Africa,161,40,46.7,-3.7,10,-10,20.6,-1.4,65.1,0,92.6,0.2,33.9,-1.3,40.4,-7.5,72.5,-5.6,51.8,-6,50,-5,30,0,16.6,50,30,9.4,15.7,Central African Republic,4.9,$3.9 ,4.1,2.8,$800,8,5.2,71.2,30.6
32,Chad,Chad,Sub-Saharan Africa,167,41,44.5,-0.7,20,0,15.9,-4.1,46.2,-4.2,80,4.5,24.9,-0.3,43.3,2.8,69.8,-4.8,55.2,-0.4,50,0,40,0,14.9,60,45,5.1,25.8,Chad,10.7,$20.7 ,5,3.7,"$1,924",N/A,7.7,323.5,34.5
33,Chile,Chile,South and Central America / Caribbean,7,1,78.7,-0.3,90,0,72.3,0.3,76.5,-1.1,83.8,0.1,69.3,-1.2,69.3,-4.9,84.1,-0.5,82,0,90,5,70,0,4,40,20,18.7,23.2,Chile,17.4,$320.5 ,5.5,3.8,"$18,419",6.5,3,"30,323.00",11.2
34,China,China,Asia-Pacific,137,29,52.5,0.6,20,0,35,-1,69.9,-0.3,82.9,-0.4,49.7,1.7,61.9,-0.7,73.3,1.7,71.8,-0.2,30,5,30,0,4.1,45,25,19,23.9,China,1354,"$12,405.7 ",7.8,9.3,"$9,162",4.1,2.7,"121,080.00",22.8
35,Colombia,Colombia,South and Central America / Caribbean,34,3,70.7,1.1,50,0,33.2,-0.8,80.6,4.5,74.9,-0.3,85.2,-5,80.5,1.2,78.8,0.1,78.8,6.6,75,5,70,0,5.6,33,25,15.1,28.9,Colombia,46.6,$502.9 ,4,4,"$10,792",10.4,3.2,"15,822.90",32.8
36,Comoros,Comoros,Sub-Saharan Africa,142,32,51.4,3.9,30,0,22.1,-1.9,64.5,-0.2,85.3,2.9,49.4,4.7,50.1,-1.1,74.5,-0.1,72.7,3.9,35,20,30,10,6.2,30,50,12.4,22.1,Comoros,0.7,$0.9 ,2.5,1.9,"$1,258",20,6,17,42.6
37,"Congo, Democratic Republic of the Congo",DemcoraticRepublicCongo,Sub-Saharan Africa,172,44,40.6,1,10,0,17.6,-2.4,69.4,-2,74.6,14.5,30,-8.7,38.5,2.2,63,6.5,63,0,20,0,20,0,11,30,40,23.6,29.1,Democratic Republic of Congo,74.7,$27.6 ,7.1,6,$369,N/A,9.3,"3,312.10",36
38,"Congo, Republic of",RepublicCongo,Sub-Saharan Africa,169,43,43.7,0.2,10,0,20.6,-1.4,67.5,6.1,79.6,-0.7,35.1,3.6,47,2.2,72,-2.3,55.6,-5.1,20,0,30,0,14.7,45,34,8.4,26.1,Republic of Congo,4.1,$19.1 ,3.8,5.8,"$4,667",53,5,"2,757.90",21.1
39,Costa Rica,CostaRica,South and Central America / Caribbean,53,9,66.9,-0.1,50,0,50.9,2.9,80,-2.9,90,-0.1,64.9,6.6,53.3,-7.1,76.3,0.9,83.8,-1.3,70,0,50,0,3.1,25,30,21.9,18.2,Costa Rica,4.7,$58.8 ,5,3.1,"$12,606",7.5,4.5,"2,265.40",34.8
40,Côte d'Ivoire,CoeDivoire,Sub-Saharan Africa,107,16,57.7,3.6,30,5,22.1,0.1,79.1,1.2,79.8,0,55.1,11.8,59,4.4,80.6,2.8,71.4,1.1,50,10,50,0,6.8,36,25,13.1,25.9,Côte d'Ivoire,23.4,$40.3 ,9.8,2.6,"$1,727",N/A,1.3,478.4,49.1
41,Croatia,Croatia,Europe,87,36,60.4,-0.9,40,0,41.1,1.1,69.4,-6,45.8,-2.9,61.4,-1.6,39.4,-3,79.2,-1.9,87.4,-0.1,80,5,60,0,1.3,40,20,32.6,42.5,Croatia,4.4,$78.4 ,-2,-1.9,"$17,810",15,3.4,"1,250.60",56.3
42,Cuba,Cuba,South and Central America / Caribbean,177,29,28.7,0.2,10,0,41.2,-0.8,60,-2.7,0,0,20,10,20,0,65.8,-1.6,60,-2.7,0,0,10,0,10,50,30,24.4,66.7,Cuba,N/A,N/A,N/A,N/A,N/A,3.8,N/A,N/A,35.3
43,Cyprus,Cyprus,Europe,46,21,67.6,-1.4,70,0,64,1,79.7,-0.1,36.2,3.5,79.7,-1,70.2,7.4,78.8,-5.3,82.8,1,65,-10,50,-10,1.1,35,10,26.5,46.1,Cyprus,0.9,$23.6 ,-2.4,0.2,"$27,086",12.1,3.1,848.6,86.2
44,Czech Republic,CzechRepublic,Europe,26,15,72.2,1.3,70,0,45.3,1.3,81.7,-0.3,43.8,0.3,70.1,4.3,84,-1.5,79.4,-2.3,87.8,1,80,10,80,0,1.1,15,19,35.3,43.3,Czech Republic,10.6,$287.0 ,-1.2,0.3,"$27,191",7,3.3,"10,592.50",43.1
45,Denmark,Denmark,Europe,10,3,76.1,0,90,0,93.7,-0.3,39.3,-0.5,0.5,-5.4,98.1,-0.3,91.2,0.1,80,0,87.8,1,90,5,90,0,1.1,56,25,48.1,57.6,Denmark,5.6,$210.1 ,-0.6,-0.9,"$37,657",7.6,2.4,"2,883.00",50.1
46,Djibouti,Djibouti,Sub-Saharan Africa,118,20,55.9,2,30,0,30.9,0.9,80.6,1.2,62.8,14,42.7,12.7,65.1,5.5,77.2,0.6,54.8,-4.8,65,0,50,-10,17.6,30,25,20.3,35.2,Djibouti,0.9,$2.4 ,4.8,4.7,"$2,677",59,3.7,100,38.6
47,Dominica,Dominica,South and Central America / Caribbean,63,12,65.2,1.3,60,0,53.5,1.5,72.9,0.9,61.7,11.6,75,-2,70.7,1.9,85.8,0.5,72.7,-1.6,70,0,30,0,8.6,35,30,24.2,35.7,Dominica,0.1,$1.0 ,0.4,2,"$14,166",23,2.3,19.7,72.2
48,Dominican Republic,DominicanRepublic,South and Central America / Caribbean,80,16,61.3,1.6,30,0,27.3,1.3,83.7,0,92.3,-0.3,56.1,2.4,55.2,-0.4,75.7,2.8,77.8,0,75,10,40,0,6.1,25,29,12.9,16.1,Dominican Republic,10.2,$98.7 ,3.9,5,"$9,646",13,3.7,"3,609.60",33.5
49,Ecuador,Ecuador,South and Central America / Caribbean,159,26,48,1.1,20,0,26,-1,79.8,-0.3,41.8,-5.5,52.8,1.3,52,4,66.1,-0.8,71.8,3.7,30,10,40,0,4.1,35,22,17.6,44,Ecuador,15.2,$153.2 ,5,4.7,"$10,056",5.3,5.1,586.5,18.6
50,Egypt,Egypt,Middle East / North Africa,135,13,52.9,-1.9,20,-15,28.6,-0.4,85.6,0,69.6,0.2,62.7,-0.6,45.7,2.4,60.5,2.1,71.4,-2.4,45,-5,40,0,9.3,25,25,13.8,31.8,Egypt,82.5,$540.0 ,2.2,4.2,"$6,545",12.3,8.6,"2,797.70",80.2
51,El Salvador,ElSalvador,South and Central America / Caribbean,59,11,66.2,-0.5,40,0,34.3,0.3,79.6,-6.1,85.8,0.4,59.6,-2.2,63.3,1.3,80,0.4,79,0,70,0,70,0,5.5,30,30,15.4,21.7,El Salvador,6.2,$46.3 ,1.6,0.6,"$7,438",5.7,1.7,515.8,52.2
52,Equatorial Guinea,EquatorialGuinea,Sub-Saharan Africa,168,42,44.4,2.1,10,-5,16.6,-2.4,75.5,0.1,62.6,23.3,43.4,-1,41.5,-1.6,75.4,2.6,53.8,-5,35,10,30,0,15.6,35,35,1.5,35.3,Equatorial Guinea,0.7,$19.3 ,2,2.7,"$25,929",22.3,5.5,"2,115.10",8.2
53,Eritrea,Eritrea,Sub-Saharan Africa,174,45,38.5,2.2,10,0,22.9,-2.1,57,0,66.1,11.5,18.6,1.3,63.6,9,57.6,2.1,69.1,0,0,0,20,0,5.4,30,30,50,33.6,Eritrea,5.7,$4.4 ,7,2.2,$777,N/A,12.3,73.7,125.8
54,Estonia,Estonia,Europe,11,4,75.9,0.6,90,5,64.2,0.2,80.4,0.7,56,-0.2,77.6,-0.6,55.9,-0.1,76.9,-0.2,87.8,1,90,0,80,0,1.1,21,21,32.8,38.3,Estonia,1.3,$29.1 ,3.2,-1,"$21,713",9.8,4.2,"1,470.40",8.5
55,Ethiopia,Ethiopia,Sub-Saharan Africa,151,35,50,0.6,30,0,27,0,77.5,3.3,89.9,0.3,57.8,5.4,54.7,7.8,59,-5.7,64.2,0.2,20,-5,20,0,10.4,35,30,11.3,18.4,Ethiopia,86.8,$103.3 ,7,8.7,"$1,191",N/A,22.8,970.4,21.6
56,Fiji,Fiji,Asia-Pacific,99,20,58.7,1.5,25,0,20,0,82.3,4.3,76.2,-1.8,64.9,-0.8,73.1,-1.8,75.2,2.4,70.2,2.2,50,10,50,0,9.9,29,20,23,28.2,Fiji,0.9,$4.3 ,2.1,0.8,"$4,786",7,4.3,267.9,51.6
57,Finland,Finland,Europe,19,9,73.4,-0.6,90,0,93.4,-0.6,65.1,-1.8,8.9,-3.3,93.6,-1.2,46.5,1.2,78.9,-0.6,87.8,1,90,0,80,0,1.1,31.8,24.5,43.4,55.1,Finland,5.4,$197.5 ,-0.2,-0.6,"$36,395",7.7,3.2,"-1,805.60",53.3
58,France,France,Europe,70,33,63.5,-0.6,80,0,69.9,-0.1,48.4,-4.6,5.6,0,79.9,-4.1,51.8,1.3,76.1,-5,82.8,1,70,5,70,0,1.1,45,34.3,44.2,56.1,France,63.4,"$2,254.1 ",0,0,"$35,548",10.2,2,"25,093.30",90.3
59,Gabon,Gabon,Sub-Saharan Africa,105,14,57.8,0,40,0,29.1,-0.9,74.5,0.3,81.7,1.6,58.9,2.4,63,-0.1,75.1,-2.4,61,-0.1,55,0,40,0,14.5,35,35,10.1,24.7,Gabon,1.5,$25.5 ,6.2,3.6,"$16,548",21,3,702.4,22
60,Gambia,Gambia,Sub-Saharan Africa,92,11,59.5,0.7,30,0,31.7,-3.3,79,3.9,79.8,-2.9,57.4,-2.1,65.8,6.5,71.3,0.2,65,4.5,65,0,50,0,12.5,30,32,13.2,26,The Gambia,1.8,$3.4 ,3.9,3.6,"$1,864",N/A,4.6,78.8,77.2
61,Georgia,Georgia,Europe,22,12,72.6,0.4,40,-5,42.8,1.8,87.3,-0.9,69.7,0.8,87.8,-2.8,91.2,0.1,78.4,5.8,88.6,-0.6,80,5,60,0,0.7,20,15,25.4,31.8,Georgia,4.5,$26.7 ,6.5,3.6,"$5,930",14.6,-0.9,866.1,32.7
62,Germany,Germany,Europe,18,8,73.4,0.6,90,0,80.1,0.1,61.2,-0.6,38.2,0.9,89.9,-2.2,46.4,2.6,80.8,-0.4,87.8,1,90,5,70,0,1.1,47.5,15.8,37.1,45.4,Germany,81.9,"$3,197.1 ",0.9,0.7,"$39,028",5.5,2.1,"6,564.50",82
63,Ghana,Ghana,Sub-Saharan Africa,66,5,64.2,2.9,50,0,40.4,1.4,85.4,-0.6,83.3,30.8,62.6,1.1,60.2,-1.4,65.8,1,64.8,-3,70,0,60,0,10.1,25,25,14.6,23.6,Ghana,24.9,$82.4 ,7,8.3,"$3,305",11,9.2,"3,294.50",56.5
